"";"objectid";"n_outliers";"dom.min";"dom.mean";"dom.sd";"dom.max";"aspect.N";"aspect.NO";"aspect.O";"aspect.SO";"aspect.S";"aspect.SW";"aspect.W";"aspect.NW";"aspect.unb";"neig_flach";"neig_schraeg";"inclined.unb";"eign.nicht";"eign.wenig_2040";"eign.wenig_2020";"eign.geeignet";"eign.gut";"eign.sehr_gut";"eign.unb";"n_poss_modules";"e_pv_2020_high";"e_st_2020_high";"e_pv_2040_high";"e_st_2040_high";"e_pv_2020_low";"e_st_2020_low";"e_pv_2040_low";"e_st_2040_low"
"682";2085006;0;436,317413330078;437,231616210937;0,393947513602803;438,139953613281;2;1;0;2;1;1;1;1;21;2;7;21;0;2;1;11;8;8;0;9,33333333333333;3,528;7,84;3,78;8,4;2,016;4,48;2,016;4,48
"683";2085007;0;434,434661865234;436,324998643663;1,82482108364473;438,689758300781;0;0;0;0;0;0;0;0;9;0;0;9;0;0;2;3;3;1;0;3;1,134;2,52;1,134;2,52;0,504;1,12;0,504;1,12
"684";2085009;0;434,259857177734;434,64638264974;0,289216475733004;435,072875976562;0;0;0;0;0;0;0;0;12;0;0;12;6;6;0;0;0;0;0;0;0;0;0,756;1,68;0;0;0;0
"685";2085017;4;426,546264648438;430,646935229032;1,24264864830499;432,215148925781;17;0;0;6;15;0;0;8;60;5;41;60;1;29;17;3;5;51;0;25,3333333333333;9,576;21,28;13,23;29,4;7,056;15,68;7,056;15,68
"686";2085018;0;434,359619140625;434,75014604841;0,210005204537549;435,035064697266;0;0;0;0;0;0;0;0;14;0;0;14;0;1;3;2;4;4;0;4,33333333333333;1,638;3,64;1,764;3,92;1,008;2,24;1,008;2,24
"687";2085021;5;432,969635009766;440,516271318708;2,36574712080604;443,420562744141;6;1;0;3;4;1;0;3;38;0;18;38;10;13;6;2;2;23;0;11;4,158;9,24;5,796;12,88;3,15;7;3,15;7
"688";2085022;0;438,750823974609;440,256117481296;0,746104505581637;441,936004638672;1;1;13;1;0;1;12;0;30;3;26;30;0;0;0;10;41;8;0;19,6666666666667;7,434;16,52;7,434;16,52;6,174;13,72;6,174;13,72
"689";2085023;0;433,988830566406;435,313725789388;0,775661276639498;436,136413574219;0;3;38;0;0;0;12;5;44;17;41;44;0;0;3;26;65;8;0;34;12,852;28,56;12,852;28,56;9,198;20,44;9,198;20,44
"690";2085024;0;438,874359130859;440,762730189732;0,919914703223304;443,013366699219;90;6;3;4;20;2;1;21;77;10;137;77;1;2;21;127;27;46;0;73,6666666666667;27,846;61,88;28,098;62,44;9,198;20,44;9,198;20,44
"691";2085025;2;433,169036865234;433,261596679688;0,101137275959521;433,538024902344;0;0;0;0;0;0;0;0;13;0;0;13;0;0;1;12;0;0;0;4,33333333333333;1,638;3,64;1,638;3,64;0;0;0;0
"692";2085031;21;434,047760009766;437,182008601417;1,33526181569535;438,642639160156;5;18;4;3;6;7;2;7;69;33;19;69;2;6;13;34;42;24;0;37,6666666666667;14,238;31,64;14,994;33,32;8,316;18,48;8,316;18,48
"693";2085034;1;431,081604003906;433,604623012855;0,613187259861438;435,129852294922;27;4;7;4;23;3;5;2;47;6;69;47;8;9;22;17;20;46;0;35;13,23;29,4;14,364;31,92;8,316;18,48;8,316;18,48
"694";2085035;41;426,255401611328;431,287342294385;1,63418377320834;436,031005859375;65;41;96;23;57;38;76;12;174;29;379;174;17;25;107;95;205;133;0;180;68,04;151,2;71,19;158,2;42,588;94,64;42,588;94,64
"695";2085040;0;436,199645996094;437,895479474749;0,720027196844549;440,020446777344;26;0;5;6;16;3;3;2;51;8;53;51;4;39;12;20;31;6;0;23;8,694;19,32;13,608;30,24;4,662;10,36;4,662;10,36
"696";2085042;0;433,88671875;433,996549432928;0,0663391589744543;434,109130859375;7;0;0;0;5;0;0;2;30;14;0;30;0;0;2;2;26;14;0;14,6666666666667;5,544;12,32;5,544;12,32;5,04;11,2;5,04;11,2
"697";2085043;0;435,395843505859;435,843662261963;0,235045036332511;436,090454101562;0;0;0;0;0;0;0;0;16;0;0;16;0;0;2;4;2;8;0;5,33333333333333;2,016;4,48;2,016;4,48;1,26;2,8;1,26;2,8
"698";2085045;0;433,888153076172;434,00038433075;0,0704968834619873;434,116577148438;5;1;1;0;2;0;0;0;23;9;0;23;0;0;0;0;21;11;0;10,6666666666667;4,032;8,96;4,032;8,96;4,032;8,96;4,032;8,96
"699";2085049;0;439,129547119141;441,513283996582;1,18660608753161;443,859191894531;2;7;25;0;0;3;19;1;43;3;54;43;3;4;11;38;38;6;0;31;11,718;26,04;12,222;27,16;5,544;12,32;5,544;12,32
"700";2085050;7;435,573699951172;440,743505377518;1,83608402944239;443,834197998047;9;1;2;5;9;2;1;3;44;0;32;44;10;7;7;13;8;31;0;19,6666666666667;7,434;16,52;8,316;18,48;4,914;10,92;4,914;10,92
"701";2085052;26;442,147186279297;445,459208607162;1,37423904757927;447,416381835938;24;23;18;20;30;7;29;15;67;52;114;67;34;15;22;28;62;72;0;61,3333333333333;23,184;51,52;25,074;55,72;16,884;37,52;16,884;37,52
"702";2085053;0;427,395690917969;429,600505628084;1,04256778807965;431,743560791016;3;2;11;7;0;2;0;1;50;5;21;50;4;2;4;10;17;39;0;23,3333333333333;8,82;19,6;9,072;20,16;7,056;15,68;7,056;15,68
"703";2085054;0;438,104339599609;440,247471595878;0,969393868916192;442,463714599609;1;5;5;4;3;1;4;4;40;1;26;40;1;6;11;18;21;10;0;20;7,56;16,8;8,316;18,48;3,906;8,68;3,906;8,68
"704";2085055;52;426,899383544922;431,80718362211;1,96348964254927;434,018737792969;68;39;16;12;44;39;1;18;159;31;206;159;12;40;103;54;38;149;0;114,666666666667;43,344;96,32;48,384;107,52;23,562;52,36;23,562;52,36
"705";2085056;0;439,269836425781;440,491263071696;0,58817084985081;441,209442138672;0;0;4;0;0;0;3;0;17;3;4;17;0;0;0;8;11;5;0;8;3,024;6,72;3,024;6,72;2,016;4,48;2,016;4,48
"706";2085057;0;431,139251708984;433,362339220549;0,885761711454547;435,58544921875;3;0;0;0;2;1;2;4;26;0;12;26;1;3;4;14;10;6;0;11,3333333333333;4,284;9,52;4,662;10,36;2,016;4,48;2,016;4,48
"707";2085058;0;430,629730224609;432,853208269392;1,15064412319599;434,183013916016;3;0;0;0;0;0;0;0;25;0;3;25;0;2;1;14;6;5;0;8,66666666666667;3,276;7,28;3,528;7,84;1,386;3,08;1,386;3,08
"708";2085059;2;437,603179931641;439,230595487707;1,00006574833098;443,629791259766;2;1;14;1;2;7;13;4;41;1;43;41;1;1;5;7;62;9;0;27,6666666666667;10,458;23,24;10,584;23,52;8,946;19,88;8,946;19,88
"709";2085060;1;430,985931396484;433,358411865234;0,732953539633211;434,317504882812;2;0;0;1;0;0;0;1;21;1;3;21;1;1;1;11;4;7;0;7,66666666666667;2,898;6,44;3,024;6,72;1,386;3,08;1,386;3,08
"710";2085062;1;430,092010498047;431,191205823744;0,994441621859389;436,080535888672;0;0;0;0;0;6;2;0;29;0;8;29;10;8;6;13;0;0;0;6,33333333333333;2,394;5,32;3,402;7,56;0;0;0;0
"711";2085064;5;429,534057617188;429,696997724261;0,132630826558696;430,359893798828;4;13;11;10;14;8;7;5;68;59;13;68;0;0;3;19;118;0;0;46,6666666666667;17,64;39,2;17,64;39,2;14,868;33,04;14,868;33,04
"712";2085081;1;427,853668212891;427,913191361861;0,0759264223297059;428,270599365234;1;3;1;0;2;0;1;0;25;8;0;25;0;0;0;1;8;24;0;11;4,158;9,24;4,158;9,24;4,032;8,96;4,032;8,96
"713";2085093;47;428,691802978516;431,785069732666;0,90977093144674;432,950317382812;18;15;15;18;19;14;12;17;72;73;55;72;15;15;7;27;40;96;0;56,6666666666667;21,42;47,6;23,31;51,8;17,136;38,08;17,136;38,08
"714";2085115;1;427,866821289062;427,954657352332;0,170497587627264;428,874633789062;2;0;0;0;2;2;3;2;22;11;0;22;0;0;0;0;9;24;0;11;4,158;9,24;4,158;9,24;4,158;9,24;4,158;9,24
"715";2085117;0;426,044311523438;426,254494691506;0,130980014807007;426,464050292969;0;0;0;0;0;10;0;0;29;10;0;29;0;0;0;21;18;0;0;13;4,914;10,92;4,914;10,92;2,268;5,04;2,268;5,04
"716";2085120;0;435,593963623047;439,375057220459;1,52052898237044;442,449340820312;4;8;4;2;1;13;6;10;80;3;45;80;11;20;13;22;22;40;0;32,3333333333333;12,222;27,16;14,742;32,76;7,812;17,36;7,812;17,36
"717";2085129;0;441,889526367188;442,097021640875;0,0808958322953629;442,305816650391;49;1;6;8;49;4;5;6;67;128;0;67;0;3;2;1;81;108;0;64;24,192;53,76;24,57;54,6;23,814;52,92;23,814;52,92
"718";2085130;0;435,881683349609;437,193562316895;0,953902941260526;439,003936767578;0;0;18;2;0;0;12;0;48;1;31;48;0;0;0;8;57;15;0;26,6666666666667;10,08;22,4;10,08;22,4;9,072;20,16;9,072;20,16
"719";2085134;0;435,471862792969;437,500077747163;1,00994409578935;439,353637695312;1;1;11;2;0;0;18;3;48;3;33;48;3;4;5;7;50;15;0;25,6666666666667;9,702;21,56;10,206;22,68;8,19;18,2;8,19;18,2
"720";2085137;25;435,27685546875;439,45850285513;1,75454024106454;441,387054443359;6;10;32;7;4;3;15;8;82;32;53;82;5;7;17;50;70;18;0;51,6666666666667;19,53;43,4;20,412;45,36;11,088;24,64;11,088;24,64
"721";2085140;5;435,13525390625;435,472800514915;0,10692249006614;435,541870117188;1;0;2;1;0;0;0;0;18;4;0;18;3;1;2;15;1;0;0;6;2,268;5,04;2,394;5,32;0,126;0,28;0,126;0,28
"722";2085145;20;429,835998535156;433,154902337824;0,487691192347759;434,534576416016;10;14;18;17;15;22;19;9;82;77;47;82;1;2;16;22;54;111;0;67,6666666666667;25,578;56,84;25,83;57,4;20,79;46,2;20,79;46,2
"723";2085147;1;441,933532714844;442,19247410551;0,108171895150922;442,800903320312;5;8;50;8;8;13;65;4;74;155;6;74;0;1;1;1;17;215;0;78;29,484;65,52;29,61;65,8;29,232;64,96;29,232;64,96
"724";2085169;0;437,357818603516;439,965012708247;1,650119454557;444,188751220703;28;6;78;5;24;6;55;10;90;27;185;90;3;13;97;95;70;24;0;95,3333333333333;36,036;80,08;37,674;83,72;11,844;26,32;11,844;26,32
"725";2085175;0;438,527252197266;440,024374735724;0,780130886273505;441,957672119141;23;2;1;8;14;3;0;3;43;7;47;43;0;7;33;6;3;48;0;30;11,34;25,2;12,222;27,16;6,426;14,28;6,426;14,28
"726";2085177;0;434,280181884766;434,330902099609;0,0311983912389357;434,363342285156;0;0;0;0;2;0;0;0;10;2;0;10;0;0;1;11;0;0;0;4;1,512;3,36;1,512;3,36;0;0;0;0
"727";2085178;0;435,771301269531;438,452533922697;1,42532867514529;440,643402099609;0;1;8;0;0;0;3;0;26;1;11;26;0;0;0;17;17;4;0;12,6666666666667;4,788;10,64;4,788;10,64;2,646;5,88;2,646;5,88
"728";2085183;1;447,007537841797;450,935894775391;1,62818656128694;452,384002685547;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;3;1;6;0;3,33333333333333;1,26;2,8;1,26;2,8;0,882;1,96;0,882;1,96
"729";2085184;2;431,35791015625;431,854203467276;0,334862770189937;433,339691162109;5;13;2;2;4;14;1;4;57;12;33;57;0;1;5;32;22;42;0;33,6666666666667;12,726;28,28;12,852;28,56;8,064;17,92;8,064;17,92
"730";2085209;0;435,678771972656;440,330292256673;2,16867013756196;444,240692138672;8;5;15;5;3;7;13;4;60;6;54;60;8;12;16;34;31;19;0;33,3333333333333;12,6;28;14,112;31,36;6,3;14;6,3;14
"731";2085212;5;434,747833251953;438,345580282091;0,948841290642465;440,710388183594;2;1;18;0;1;0;18;0;39;8;32;39;0;1;3;5;51;19;0;26;9,828;21,84;9,954;22,12;8,82;19,6;8,82;19,6
"732";2085213;5;433,6083984375;439,45701272147;2,07565659829693;442,711486816406;1;6;4;1;1;3;4;0;36;0;20;36;9;4;16;16;8;3;0;14,3333333333333;5,418;12,04;5,922;13,16;1,386;3,08;1,386;3,08
"733";2085217;0;434,873443603516;435,372194417318;0,290789086829917;435,728546142578;0;0;0;0;0;0;0;0;15;0;0;15;0;0;1;3;10;1;0;5;1,89;4,2;1,89;4,2;1,386;3,08;1,386;3,08
"734";2085219;0;431,72216796875;433,646035330636;2,11757836134703;437,7080078125;0;0;0;0;1;1;0;0;12;0;2;12;4;1;5;2;2;0;0;3;1,134;2,52;1,26;2,8;0,252;0,56;0,252;0,56
"735";2085225;0;438,761291503906;441,002542091138;1,15386343649054;443,655334472656;59;4;15;4;58;8;30;10;76;17;171;76;3;64;17;38;47;95;0;65,6666666666667;24,822;55,16;32,886;73,08;17,892;39,76;17,892;39,76
"736";2085227;120;428,369689941406;429,046056617617;1,31228871484129;432,779418945312;19;152;45;9;9;126;28;28;157;354;62;157;17;20;41;39;110;346;0;178,666666666667;67,536;150,08;70,056;155,68;57,456;127,68;57,456;127,68
"737";2085231;0;430,313568115234;432,348601205008;0,967724113652219;434,590484619141;0;4;27;0;1;4;24;0;52;4;56;52;4;7;14;55;23;9;0;33,6666666666667;12,726;28,28;13,608;30,24;4,032;8,96;4,032;8,96
"738";2085244;7;434,281097412109;437,686195805388;1,56727970088479;439,337707519531;0;5;11;0;0;2;4;0;31;1;21;31;1;6;4;9;17;16;0;15,3333333333333;5,796;12,88;6,552;14,56;4,158;9,24;4,158;9,24
"739";2085252;0;437,711669921875;438,825706385359;0,637551441678063;440,584197998047;1;6;13;3;1;3;11;4;37;8;34;37;3;18;17;29;12;0;0;19,3333333333333;7,308;16,24;9,576;21,28;1,512;3,36;1,512;3,36
"740";2085254;0;432,364227294922;434,448633466448;1,22904731000857;435,503601074219;1;0;0;0;0;2;1;1;23;3;2;23;2;3;4;4;5;10;0;7,66666666666667;2,898;6,44;3,276;7,28;1,89;4,2;1,89;4,2
"741";2085262;0;433,954284667969;434,084927368164;0,0642899084022055;434,173919677734;0;0;3;0;0;0;2;0;15;5;0;15;0;0;0;0;20;0;0;6,66666666666667;2,52;5,6;2,52;5,6;2,52;5,6;2,52;5,6
"742";2085266;0;439,350036621094;441,629602176627;1,22796448522878;444,405212402344;2;4;30;1;0;0;19;2;39;0;58;39;7;3;5;64;13;5;0;29;10,962;24,36;11,34;25,2;2,268;5,04;2,268;5,04
"743";2085268;0;435,365905761719;441,87690226237;5,05651697324967;447,441986083984;0;0;0;0;0;0;0;0;9;0;0;9;2;2;0;2;3;0;0;1,66666666666667;0,63;1,4;0,882;1,96;0,378;0,84;0,378;0,84
"744";2085279;0;435,660522460938;436,312945001776;0,461841413317026;437,514099121094;5;3;8;1;4;2;3;1;28;3;24;28;0;0;6;12;23;14;0;18,3333333333333;6,93;15,4;6,93;15,4;4,662;10,36;4,662;10,36
"745";2085280;2;433,148345947266;438,501373291016;1,74710924999499;440,914245605469;1;13;4;0;1;31;2;0;60;0;52;60;3;5;19;18;14;53;0;34,6666666666667;13,104;29,12;13,734;30,52;8,442;18,76;8,442;18,76
"746";2085281;0;438,931610107422;439,549565429688;0,500734413976254;440,742309570312;0;0;1;2;1;1;1;0;19;0;6;19;0;1;3;3;6;12;0;8;3,024;6,72;3,15;7;2,268;5,04;2,268;5,04
"747";2085292;0;434,307281494141;439,686384380988;1,93746639306284;442,385009765625;7;8;6;6;5;6;8;3;57;23;26;57;14;14;13;12;27;26;0;26;9,828;21,84;11,592;25,76;6,678;14,84;6,678;14,84
"748";2085295;6;432,789154052734;441,023215079093;2,23750137121892;444,385192871094;0;2;28;0;2;3;24;2;50;2;59;50;0;0;18;47;30;16;0;37;13,986;31,08;13,986;31,08;5,796;12,88;5,796;12,88
"749";2085297;0;439,579650878906;441,602846655515;1,22001874946798;444,209503173828;31;1;1;5;23;1;0;0;39;1;61;39;15;26;10;3;2;45;0;20;7,56;16,8;10,836;24,08;5,922;13,16;5,922;13,16
"750";2085301;0;439,300445556641;441,621357082092;1,2535816817416;444,315673828125;32;1;0;1;23;1;0;1;38;0;59;38;17;27;6;4;2;41;0;17,6666666666667;6,678;14,84;10,08;22,4;5,418;12,04;5,418;12,04
"751";2085302;0;439,298004150391;441,583383789063;1,25892709619248;444,332733154297;28;2;3;6;17;1;1;2;40;0;60;40;19;22;6;8;3;42;0;19,6666666666667;7,434;16,52;10,206;22,68;5,67;12,6;5,67;12,6
"752";2085320;23;425,179656982422;430,424047851562;2,55854671046121;433,977203369141;3;13;11;3;2;3;2;5;68;7;35;68;13;5;9;9;55;19;0;30,6666666666667;11,592;25,76;12,222;27,16;9,324;20,72;9,324;20,72
"753";2085338;0;438,45556640625;440,64637625558;0,805035445596902;442,602874755859;2;9;10;1;0;6;3;0;39;4;27;39;0;3;17;13;28;9;0;22,3333333333333;8,442;18,76;8,82;19,6;4,662;10,36;4,662;10,36
"754";2085341;0;439,233062744141;440,677978515625;1,05544975719306;442,245910644531;0;0;0;0;0;0;0;0;14;0;0;14;0;0;0;9;4;1;0;4,66666666666667;1,764;3,92;1,764;3,92;0,63;1,4;0,63;1,4
"755";2085344;0;439,874389648438;442,624836815728;1,1233003178406;445,483947753906;132;7;98;16;83;10;82;17;131;24;421;131;1;44;130;27;201;173;0;177;66,906;148,68;72,45;161;47,124;104,72;47,124;104,72
"756";2085347;0;435,375671386719;437,202022899281;1,16635355931137;439,561126708984;0;1;5;1;0;0;5;0;32;1;11;32;0;0;4;26;8;6;0;14,6666666666667;5,544;12,32;5,544;12,32;1,764;3,92;1,764;3,92
"757";2085352;18;433,330596923828;439,434937224991;3,30781369593979;444,881866455078;0;3;9;2;0;6;8;2;57;0;30;57;5;12;8;23;27;12;0;23,3333333333333;8,82;19,6;10,332;22,96;4,914;10,92;4,914;10,92
"758";2085371;0;424,366943359375;428,121308503328;2,32959875749847;430,815032958984;1;11;4;1;0;0;0;0;37;1;16;37;1;10;20;9;8;6;0;14,3333333333333;5,418;12,04;6,678;14,84;1,764;3,92;1,764;3,92
"759";2085377;0;429,018859863281;430,092219497218;0,654936682620895;432,049560546875;0;0;0;0;0;3;4;0;26;1;6;26;0;3;1;5;8;16;0;10;3,78;8,4;4,158;9,24;3,024;6,72;3,024;6,72
"760";2085389;0;435,410888671875;437,881128343485;1,28391548632808;439,964538574219;0;0;21;0;0;2;6;2;28;0;31;28;0;0;1;24;31;3;0;19,6666666666667;7,434;16,52;7,434;16,52;4,284;9,52;4,284;9,52
"761";2085391;0;425,943634033203;431,116296490559;3,16823487320526;437,2783203125;149;16;31;29;137;15;7;11;134;26;369;134;92;116;56;62;54;149;0;107;40,446;89,88;55,062;122,36;25,578;56,84;25,578;56,84
"762";2085396;0;425,073852539062;428,547723117405;2,61427149261061;432,75830078125;12;1;47;2;4;5;38;9;107;17;101;107;15;11;34;87;56;22;0;66,3333333333333;25,074;55,72;26,46;58,8;9,828;21,84;9,828;21,84
"763";2085403;0;433,914794921875;434,067192771218;0,0820610322820899;434,178039550781;0;0;4;0;0;0;0;0;18;4;0;18;0;0;1;0;21;0;0;7,33333333333333;2,772;6,16;2,772;6,16;2,646;5,88;2,646;5,88
"764";2085404;0;433,488067626953;434,294562262458;0,419632162291484;435,008483886719;4;3;1;1;0;0;0;4;24;3;10;24;0;0;2;14;14;7;0;12,3333333333333;4,662;10,36;4,662;10,36;2,646;5,88;2,646;5,88
"765";2085405;1;438,785919189453;439,628755003541;0,514206238499484;441,89697265625;9;9;7;2;8;5;5;5;41;0;50;41;0;1;3;29;32;26;0;30;11,34;25,2;11,466;25,48;7,308;16,24;7,308;16,24
"766";2085430;34;429,396575927734;432,425373444734;1,50579783167773;434,600067138672;4;6;8;8;8;8;9;18;66;44;25;66;16;9;12;10;52;36;0;36,6666666666667;13,86;30,8;14,994;33,32;11,088;24,64;11,088;24,64
"767";2085433;0;438,634857177734;439,484038446991;0,557157259734604;441,264556884766;2;4;45;1;1;4;31;4;50;5;87;50;0;0;3;6;94;39;0;47,3333333333333;17,892;39,76;17,892;39,76;16,758;37,24;16,758;37,24
"768";2085436;1;438,847351074219;439,356866555136;0,346377541900664;440,849304199219;17;5;19;6;9;5;10;7;44;19;59;44;0;0;0;3;66;53;0;40,6666666666667;15,372;34,16;15,372;34,16;14,994;33,32;14,994;33,32
"769";2085438;9;440,73779296875;440,820072305614;0,192109325717666;442,439971923828;6;4;5;6;14;12;7;4;58;53;5;58;0;5;3;6;100;2;0;37;13,986;31,08;14,616;32,48;12,852;28,56;12,852;28,56
"770";2085439;0;435,596588134766;436,917845442488;0,708708903919228;438,92236328125;10;7;3;4;3;4;3;2;38;1;35;38;2;23;10;14;12;13;0;16,3333333333333;6,174;13,72;9,072;20,16;3,15;7;3,15;7
"771";2085441;0;437,413879394531;439,347493171692;0,973956604719727;441,946502685547;0;0;62;5;1;3;66;3;52;5;135;52;2;10;59;73;47;1;0;60;22,68;50,4;23,94;53,2;6,048;13,44;6,048;13,44
"772";2085444;5;426,621765136719;430,617150605614;1,83393567460632;433,206329345703;0;10;7;7;0;0;0;2;41;0;26;41;3;11;26;10;15;2;0;17,6666666666667;6,678;14,84;8,064;17,92;2,142;4,76;2,142;4,76
"773";2085445;0;432,140869140625;434,626978326613;1,18683269303024;437,508331298828;12;1;27;3;4;8;31;12;57;7;91;57;6;9;28;57;36;19;0;46,6666666666667;17,64;39,2;18,774;41,72;6,93;15,4;6,93;15,4
"774";2085446;0;434,7236328125;435,130574751873;0,260924496074133;436,008728027344;4;6;9;1;0;1;1;2;25;12;12;25;0;0;0;7;40;2;0;16,3333333333333;6,174;13,72;6,174;13,72;5,292;11,76;5,292;11,76
"775";2085447;0;434,732208251953;434,772630964007;0,0366851397506983;434,822235107422;0;0;0;0;0;0;0;0;14;0;0;14;0;0;0;2;12;0;0;4,66666666666667;1,764;3,92;1,764;3,92;1,512;3,36;1,512;3,36
"776";2085450;4;426,949676513672;431,071845777107;1,63224345501454;434,259094238281;0;0;0;2;7;8;2;4;43;0;23;43;0;0;11;15;21;19;0;22;8,316;18,48;8,316;18,48;5,04;11,2;5,04;11,2
"777";2085456;29;430,176239013672;433,548799632285;0,668648648486344;437,313446044922;12;14;5;28;10;25;11;25;81;59;71;81;9;10;29;28;85;50;0;64;24,192;53,76;25,452;56,56;17,01;37,8;17,01;37,8
"778";2085457;0;434,069152832031;434,156649940892;0,0569308079556694;434,272155761719;2;0;0;0;0;0;0;2;15;4;0;15;0;0;0;0;19;0;0;6,33333333333333;2,394;5,32;2,394;5,32;2,394;5,32;2,394;5,32
"779";2085459;0;434,257659912109;437,547541383837;1,80148819640469;440,014068603516;1;1;8;0;0;1;4;0;46;0;15;46;7;2;0;24;24;4;0;17,3333333333333;6,552;14,56;6,804;15,12;3,528;7,84;3,528;7,84
"780";2085461;0;434,117858886719;434,215162606075;0,0658535120381957;434,360137939453;8;0;0;0;0;0;0;0;21;8;0;21;0;0;0;2;27;0;0;9,66666666666666;3,654;8,12;3,654;8,12;3,402;7,56;3,402;7,56
"781";2085464;0;435,079315185547;435,158484207956;0,0462251611326409;435,277587890625;0;1;1;0;0;0;2;0;15;4;0;15;1;2;12;4;0;0;0;5,33333333333333;2,016;4,48;2,268;5,04;0;0;0;0
"782";2085465;0;429,94677734375;432,730233830514;1,38230516449391;436,179107666016;70;3;1;19;70;3;4;32;76;8;194;76;7;77;46;10;7;131;0;64,6666666666667;24,444;54,32;34,146;75,88;17,388;38,64;17,388;38,64
"783";2085468;0;434,162475585938;439,092110373757;3,67343573916253;443,858001708984;0;0;0;0;1;0;0;0;10;0;1;10;1;2;0;3;2;3;0;2,66666666666667;1,008;2,24;1,26;2,8;0,63;1,4;0,63;1,4
"784";2085476;3;425,453765869141;429,817485990978;1,28373596860877;431,619964599609;0;2;0;16;2;2;1;8;53;8;23;53;1;5;9;9;22;38;0;26;9,828;21,84;10,458;23,24;7,56;16,8;7,56;16,8
"785";2085478;0;436,257171630859;436,841650390625;0,349659846426928;437,538940429688;1;0;0;0;4;2;1;2;25;3;7;25;0;0;0;11;9;15;0;11,6666666666667;4,41;9,8;4,41;9,8;3,024;6,72;3,024;6,72
"786";2085482;2;435,266784667969;437,770371210007;0,812566501327288;438,787078857422;0;1;31;0;0;0;21;0;52;8;45;52;1;1;6;3;77;17;0;34,3333333333333;12,978;28,84;13,104;29,12;11,844;26,32;11,844;26,32
"787";2085484;17;438,093688964844;440,612061728201;0,428689090540729;441,408294677734;14;11;14;11;10;8;21;15;51;86;18;51;1;2;3;7;50;92;0;50,6666666666667;19,152;42,56;19,404;43,12;17,892;39,76;17,892;39,76
"788";2085487;1;433,317504882812;434,200702320446;0,354149712278772;435,542327880859;1;6;23;4;2;2;11;3;36;27;25;36;0;0;0;11;50;27;0;29,3333333333333;11,088;24,64;11,088;24,64;9,702;21,56;9,702;21,56
"789";2085490;0;433,961975097656;434,591807861328;0,626987414303753;436,171569824219;0;0;0;0;0;0;0;0;25;0;0;25;0;0;1;18;5;1;0;8,33333333333333;3,15;7;3,15;7;0,756;1,68;0,756;1,68
"790";2085491;0;436,689849853516;438,377315328579;0,857974356231769;440,681640625;16;5;15;0;10;5;6;0;42;2;55;42;1;20;11;17;23;27;0;26;9,828;21,84;12,348;27,44;6,3;14;6,3;14
"791";2085493;15;439,751190185547;440,742640846654;0,393359512154315;442,058288574219;6;4;3;7;7;6;2;3;38;18;20;38;3;3;15;9;32;14;0;23,3333333333333;8,82;19,6;9,198;20,44;5,796;12,88;5,796;12,88
"792";2085495;0;437,737762451172;439,528039114816;0,828185540918017;441,611114501953;4;2;7;7;9;2;4;5;44;2;38;44;0;12;13;16;18;25;0;24;9,072;20,16;10,584;23,52;5,418;12,04;5,418;12,04
"793";2085499;0;437,190490722656;440,386926184167;1,188376920093;442,950286865234;11;7;11;3;4;8;12;8;79;4;60;79;2;18;20;33;44;26;0;41;15,498;34,44;17,766;39,48;8,82;19,6;8,82;19,6
"794";2085512;42;437,121337890625;440,200110962672;0,607576660006997;441,480163574219;13;13;8;5;17;16;11;16;62;68;31;62;4;5;11;14;49;78;0;50,6666666666667;19,152;42,56;19,782;43,96;16,002;35,56;16,002;35,56
"795";2085513;0;439,236785888672;440,201923794217;0,527260852138759;441,127197265625;4;1;4;1;0;1;0;2;23;1;12;23;0;6;7;2;8;13;0;10;3,78;8,4;4,536;10,08;2,646;5,88;2,646;5,88
"796";2085526;0;439,378753662109;441,211331367493;0,975709564778671;443,605163574219;9;0;0;8;6;0;0;5;36;2;26;36;0;23;5;3;7;26;0;13,6666666666667;5,166;11,48;8,064;17,92;4,158;9,24;4,158;9,24
"797";2085527;0;429,138153076172;435,11042357976;3,29100241101214;439,739074707031;29;26;19;21;24;10;8;20;132;34;123;132;44;45;60;66;38;36;0;66,6666666666667;25,2;56;30,87;68,6;9,324;20,72;9,324;20,72
"798";2085532;0;428,813690185547;435,339476334421;3,7820366371346;439,672302246094;3;3;2;4;2;4;5;4;49;3;24;49;1;25;17;18;15;0;0;16,6666666666667;6,3;14;9,45;21;1,89;4,2;1,89;4,2
"799";2085534;44;430,766510009766;433,541440745491;1,42340947464249;443,190582275391;8;12;8;8;3;40;24;17;81;75;45;81;47;8;19;122;5;0;0;48,6666666666667;18,396;40,88;19,404;43,12;0,63;1,4;0,63;1,4
"800";2085535;6;427,975524902344;432,180675772733;1,67253164985061;434,751770019531;0;4;14;0;1;6;16;1;44;3;39;44;0;2;9;37;28;10;0;28;10,584;23,52;10,836;24,08;4,788;10,64;4,788;10,64
"801";2085538;0;439,061676025391;440,158209714023;0,59380203591819;441,459381103516;2;5;18;1;2;3;18;1;38;10;40;38;1;12;13;19;41;2;0;25;9,45;21;10,962;24,36;5,418;12,04;5,418;12,04
